인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
99736,제4회 영주세계인성포럼 '다함께' 인성 UCC 공모전,경상북도 영주시 / (주)유니원커뮤니케이션즈,공공기관/공기업,300만 원,사진/영상/UCC,청소년,22.8.12 ~ 22.9.23,기타
99737,2022년 경상남도 청소년자원봉사대회 우수활동 및 UCC 공모전,여성가족부/경상남도 / 한국청소년활동진흥원/경상남도청소년지원재단,공공기관/공기업,-,사진/영상/UCC,청소년,22.8.16 ~ 22.9.30,"기타, 상장 수여"
99738,2022 충남 메타버스 콘텐츠 크리에이터 공모전,"충남정보문화산업진흥원, 피노키오",중소기업,1500만 원,과학/공학,대상 제한 없음,22.8.8 ~ 22.8.29,기타
99739,제1회 딜픽 영상 홍보 콘텐츠 공모전,주식회사 와이디,중소기업,50만 원,광고/마케팅,"대학생, 직장인/일반인",22.8.15 ~ 22.9.11,기타
99740,제7회 서울국제어린이창작영화제,서울국제어린이창작영화제,기타,460만 원,사진/영상/UCC,청소년,22.8.25 ~ 22.9.30,기타
99741,2022 충청권 ICT이노베이션 공모전,"과학기술정보통신부,정보통신산업진흥원 / 대전정보문화산업흥원,세종테크노파크",공공기관/공기업,1350만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.8 ~ 22.9.8,기타
99742,정보통신정책연구원 KISDI STAT 활용 콘텐츠 공모전,정보통신정책연구원,기타,300만 원,디자인/순수미술/공예,대상 제한 없음,22.8.8 ~ 22.9.4,기타
99743,2022 항공우주 논문상 공모전,한국항공우주산업,기타,3900만 원,학술,대학생,22.8.22 ~ 22.9.30,기타
99746,제4회 전국 청소년 댄스페스티벌 꿈을 향한 무승부 참가팀 모집,"의정부시처소년재단 / 의정부시청소년수련관, 기호일보",비영리단체/협회/재단,440만 원,전시/페스티벌,청소년,22.7.4 ~ 22.8.16,기타
99749,매스웍스코리아 MATLAB 대학생 AI 경진대회 2022,매스웍스코리아,중소기업,150만 원,과학/공학,대학생,22.7.22 ~ 22.9.15,기타
99750,제10회 NTIS 정보활용 경진대회,과학기술정보통신부 / 한국과학기술정보연구원,공공기관/공기업,500만 원,과학/공학,대상 제한 없음,22.7.11 ~ 22.8.21,"기타, 상장 수여"
99751,한국토지주택공사 2022 LH전세임대 유튜브 공모전,한국토지주택공사,공공기관/공기업,1500만 원,디자인/순수미술/공예,대상 제한 없음,22.8.29 ~ 22.9.9,"기타, 상장 수여"
99752,한국보건복지인재원 보건복지 온라인 명강사 시즌2 공모전,한국보건복지인재원,기타,640만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.3 ~ 22.8.28,기타
99753,2022 지구를 식힐 축제 OFFestival - 실천 사례 수기 공모전,청주시 에너지 센터,기타,200만 원,전시/페스티벌,대상 제한 없음,22.7.14 ~ 22.8.17,기타
99771,청년의 날 특별기획 제4회 통일UCC 창작대전,사단법인 청년과미래,비영리단체/협회/재단,-,사진/영상/UCC,대학생,22.8.10 ~ 22.9.11,기타
99772,"제 2회 Central MakeUs Challenge 앱 디자인, 기획 공모전!",소프트스퀘어드,스타트업,200만 원,기획/아이디어,대상 제한 없음,22.8.8 ~ 22.8.24,상장 수여
99781,[KB국민은행] 제 5회 KB국민은행 소프트웨어 경진대회 참가자 모집(~9/16),사피엔스4.0,기타,2000만 원,과학/공학,"청소년, 대학생",22.5.2 ~ 22.9.16,기타
99855,제 7회 한국기독교 영화제 KCFF 공모전,파이오니아 21,중소기업,350만 원,사진/영상/UCC,대상 제한 없음,22.8.1 ~ 22.9.25,"해외연수, 전시기회"
99861,어린이 미래국토 그림 공모전,국토연구원,공공기관/공기업,630만 원,디자인/순수미술/공예,청소년,22.8.16 ~ 22.9.8,상장 수여
99869,현역 모집병 우수 복무수기 공모전,인투인미디어,중소기업,1000만 원,문학/시나리오,"대학생, 직장인/일반인",22.8.17 ~ 22.9.25,기타
99870,[경기도/환경부]2022 기후위기행동 영상.웹툰(컷툰) 공모전,경기도기후변화교육센터,공공기관/공기업,700만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.30,기타
99872,2022 대구경북청년아카데미,주식회사 콰타드림랩,중소기업,-,기타,"대학생, 직장인/일반인",22.8.16 ~ 22.8.23,"기타, 상장 수여"
99903,2022 제5회 미시령 힐링가도 44초 영상제,(주)아이엠쥐,공공기관/공기업,1150만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.11.13,상장 수여
99905,경기도 평화정책 콘텐츠 공모전(~9/30),경기도청,공공기관/공기업,3200만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.30,기타
99906,제7회(2022) 4차산업혁명 POWER KOREA 대전 영재 장학생 선발 공모전,한국지속경영평가원,비영리단체/협회/재단,440만 원,기획/아이디어,청소년,22.7.20 ~ 22.9.2,"기타, 상장 수여"
99909,브랜드 저널리즘 콘텐츠 크리에이터 2022-3기 모집,(주)애드플래닛커뮤니케이션,중소기업,-,광고/마케팅,"대학생, 직장인/일반인",22.8.16 ~ 22.8.22,기타
99912,제42회 대구국제건축대전,(사)한국건축가협회 대구경북건축가회,비영리단체/협회/재단,1600만 원,디자인/순수미술/공예,대학생,22.9.12 ~ 22.9.16,기타
99940,제5회 전국 아마추어 예술경연대회 참여자 모집,광주광역시 서구청,공공기관/공기업,1280만 원,예체능/패션,대상 제한 없음,22.8.18 ~ 22.8.31,상장 수여
99944,제 6회 개방형 클라우드 플랫폼 기반 서비스 개발 아이디어 공모전,"과학기술정보통신부 / 한국지능정보사회진흥원, OPDC",공공기관/공기업,3250만 원,기획/아이디어,대상 제한 없음,22.8.16 ~ 22.9.30,기타
99946,광화문광장 짧은 영상 공모전,서울시,공공기관/공기업,200만 원,사진/영상/UCC,대상 제한 없음,22.8.6 ~ 22.9.30,기타
99948,광화문광장 사진 공모전,서울시,공공기관/공기업,50만 원,사진/영상/UCC,대상 제한 없음,22.8.6 ~ 22.9.30,기타
99951,2022 Social economy Friends 영상 콘텐츠 공모전,부산광역시 사회적경제지원센터 / 부산광역시 사회적경제지원센터,공공기관/공기업,650만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.30,상장 수여
99953,ICT 분쟁조정제도 홍보콘텐츠 공모전 참가자 모집,"과학기술정보통신부 / 한국인터넷진흥원,전자문서,전자거래분쟁조정위원회,인터넷주소분쟁조정위원회",중소기업,350만 원,사진/영상/UCC,대상 제한 없음,22.8.12 ~ 22.9.12,기타
99955,다문화 언니들의 해운대 VLOG 시즌2_브이로그 콘테스트,해운대구다문화가족지원센터 / 해운대구다문화가족지원센터,공공기관/공기업,-,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.9.23,기타
99961,전라남도광역치매센터 2022년 치매인식개선 어린이 그림 공모전,전라남도 / 전라남도광역치매센터,공공기관/공기업,200만 원,디자인/순수미술/공예,청소년,22.8.16 ~ 22.9.5,상장 수여
99962,2050 탄소중립 청정관악 영상공모전,관악구청,공공기관/공기업,1060만 원,사진/영상/UCC,대상 제한 없음,22.7.18 ~ 22.8.31,기타
99963,2022 한밭대 포토에세이 공모전,한밭대학교,비영리단체/협회/재단,380만 원,사진/영상/UCC,대상 제한 없음,22.7.18 ~ 22.9.2,기타
99965,어린이 어보 그리기 대회,2022 청년 유네스코 세계유산 지킴이 '아이갓어보'팀 / 문화재청/해반문화,비영리단체/협회/재단,-,디자인/순수미술/공예,청소년,22.8.16 ~ 22.9.16,기타
99966,2030 월드엑스포 유치기원 부산롯데타워 네이밍 공모전,롯데백화점,대기업,-,네이밍/슬로건,대상 제한 없음,22.8.15 ~ 22.8.28,기타
99967,시민과 함께 만드는 인천의 노래 가사 공모전,(사)인천사랑운동시민협의회,비영리단체/협회/재단,940만 원,예체능/패션,대상 제한 없음,22.7.29 ~ 22.9.19,실제상용화
99968,제5회 KB국민은행 소프트웨어 경진대회 참가자 모집,KB국민은행,대기업,2000만 원,과학/공학,"청소년, 대학생",22.5.2 ~ 22.9.16,기타
99969,"서울시 정원문화 확산 캠페인 '(가칭)서울, 초록 물들이기' 명칭 공모",서울특별시,공공기관/공기업,-,네이밍/슬로건,대상 제한 없음,22.8.12 ~ 22.8.25,기타
99972,2022 제5회 인천경제자유구역 영상 공모전,인천경제자유구역,공공기관/공기업,-,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.10.15,기타
99973,제6회 강원도 평생학습박람회 기념 평생교육 UCC 공모전,강원도인재육성평생교육진흥원 / 횡성문화원,공공기관/공기업,400만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.16,기타
99976,제주자치경찰 청렴·인권 포스터 공모전,제주특별자치도지치경찰위원회,공공기관/공기업,300만 원,디자인/순수미술/공예,대상 제한 없음,22.8.8 ~ 22.9.8,상장 수여
99986,"미추홀학산문화원 지역자원 기록 이야기 공모 ""그 해 우리 문학산은...""",미추홀학산문화원,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.12,기타
100024,제26회 서울환경작품공모전,(사)한국로하스협회,비영리단체/협회/재단,1940만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.15,"기타, 상장 수여"
100035,"2022년 제10회 아트챌린저 공모, 세계미술작가교류협회 선정 작가",세계미술작가교류협회 세미갤러리,비영리단체/협회/재단,-,디자인/순수미술/공예,대상 제한 없음,22.9.23 ~ 상시모집,"기타, 상장 수여"
100050,2022 문화도시 조성사업 로컬콘텐츠 지원사업 참여자 모집 공고,수원 문화재단,비영리단체/협회/재단,300만 원,기획/아이디어,대상 제한 없음,22.8.8 ~ 22.8.24,기타
100056,2022년 생명사랑 로고송 댄스 챌린지 경연대회,전라남도광역정신건강복지센터,공공기관/공기업,950만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.8,"기타, 상장 수여"
100059,천하제일 미에로화이바 그림대회,현대약품,중견기업,650만 원,디자인/순수미술/공예,대상 제한 없음,22.8.16 ~ 22.9.11,기타
100060,"[ERT공동챌린지 1탄] 지역 살리고, 환경 살리고 ? 지방으로 휴가를 떠나 환경보호 활동을 실천해주세요~!","신기업가정신협의회 ERT, (주)파이브세컨즈",비영리단체/협회/재단,500만 원,사진/영상/UCC,대상 제한 없음,22.7.22 ~ 22.9.30,기타
100113,제7회 청년이야기대상,좋은생각사람들,중소기업,936만 원,문학/시나리오,대상 제한 없음,22.6.10 ~ 22.9.15,상장 수여
100119,제1회 미소고마 춤 경연대회,공주시 / 공주산성상권활성화사업단,공공기관/공기업,470만 원,전시/페스티벌,대상 제한 없음,22.8.18 ~ 22.9.20,기타
100120,제1회 미소고마 가요제,공주시 / 공주산성상권활성화사업단,공공기관/공기업,560만 원,디자인/순수미술/공예,대상 제한 없음,22.8.18 ~ 22.9.22,기타
100121,2022년 공주시 청렴 아이디어 디자인 공모전,공주시,공공기관/공기업,170만 원,기획/아이디어,대상 제한 없음,22.9.16 ~ 22.9.21,기타
100123,[국토교통과학기술진흥원]2022 창업투자회사와 함께하는 스마트시티 창업 아이디어 공모(~9.2),라이징팝스,중소기업,5000만 원,기타,대상 제한 없음,22.8.8 ~ 22.9.2,기타
100124,2022 항만안전 우수사례 공모전,울산항만공사 / 울산항 해양안전벤트,공공기관/공기업,500만 원,기타,대학생,22.8.11 ~ 22.9.18,기타
100128,중동 먹자골목 사진 공모전,공주시 / 공주산성상권활성화사업단,공공기관/공기업,530만 원,사진/영상/UCC,대상 제한 없음,22.9.1 ~ 22.10.31,기타
100129,2022 D.O.C 댄스 퍼포먼스 경연 참여 팀 모집,부산광역시 / 부산문화재단,공공기관/공기업,300만 원,전시/페스티벌,대상 제한 없음,22.8.8 ~ 22.8.19,기타
100130,제1회 국토정보 창업 공모전,한국국토정보공사 / 전북창조경제혁신센터,공공기관/공기업,1억 원,창업,"대학생, 직장인/일반인",22.8.11 ~ 22.8.31,기타
100132,2022 장 건강의 날 나의 염증성 장질환 극복 조언 공유하장 공모전,대한장연구학회,비영리단체/협회/재단,-,기획/아이디어,대상 제한 없음,22.7.25 ~ 22.9.30,기타
100133,2022 W-ink 우수기업 사례 공모전,여성가족부/인천광역시 / 인천여성가족재단/인천광역새일센터,공공기관/공기업,-,기획/아이디어,직장인/일반인,22.7.1 ~ 22.8.31,"기타, 상장 수여"
100134,2022 제1회 국제청소년 한국유네스코유산 알리기 아이디어대회 (기간연장),(사)국제문화재전략센터 / 청운교육협회,비영리단체/협회/재단,-,기획/아이디어,청소년,22.7.4 ~ 22.8.26,"기타, 상장 수여"
100135,포디프레임 교구재를 활용한 창의적인 STEAM 교육 컨텐츠 개발,융합과학문화재단 / 포디수리과학창의연구소,비영리단체/협회/재단,260만 원,기타,대학생,22.5.23 ~ 22.9.16,기타
100137,2022 청년아트페어 UNDER 39 참여예술가 모집,부산광역시 / 부산문화재단,공공기관/공기업,1050만 원,디자인/순수미술/공예,대상 제한 없음,22.8.5 ~ 22.8.22,기타
100138,2022년 시청자미디어재단 국민 혁신 아이디어 공모전,시청자미디어재단,비영리단체/협회/재단,100만 원,기획/아이디어,대상 제한 없음,22.8.17 ~ 22.9.16,기타
100139,춘천시 빅데이터 분석 경진대회,"강원도민일보, 춘천시",공공기관/공기업,1000만 원,기획/아이디어,대상 제한 없음,22.8.11 ~ 22.9.16,기타
100155,동그라미재단 2022 O-Prize: Good Mobility 공모전,동그라미재단,비영리단체/협회/재단,8900만 원,기획/아이디어,대상 제한 없음,22.8.10 ~ 22.9.30,실제상용화
100162,2022년 제23회 서울청소년자원봉사대회,"서울특별시, 여성가족부",공공기관/공기업,-,기획/아이디어,대상 제한 없음,22.7.18 ~ 22.9.23,기타
100166,2022년 정신전력강화 연구논문 공모,"국방부 정신전력문화정책과, 국방정신전력우너 콘텐츠개발부",공공기관/공기업,1200만 원,학술,대상 제한 없음,22.5.1 ~ 22.9.30,기타
100167,2022년 새마을금고연구 논문 공모,새마을금고중앙회,금융권,1000만 원,학술,직장인/일반인,22.7.1 ~ 22.10.31,기타
100168,제2회 이민정책연구원 대학(원)생 대상 이민정책연구 논문공모전,이민정책연구원,기타,400만 원,학술,"대학생, 직장인/일반인",22.7.25 ~ 22.9.30,기타
100170,제1회 서울특별시의회 청년 학술논문 공모,서울특별시의회,공공기관/공기업,240만 원,학술,"대학생, 직장인/일반인",22.8.10 ~ 22.10.14,기타
100172,2022 효원학술문화재단 독서 후기 공모전,효원학술문화재단,비영리단체/협회/재단,240만 원,문학/시나리오,대상 제한 없음,22.8.15 ~ 22.9.23,기타
100197,LG소셜캠퍼스 제5회 1분1초영화제,LG소셜캠퍼스,대기업,2200만 원,기획/아이디어,대상 제한 없음,22.8.18 ~ 22.9.25,"해외연수, 전시기회, 상장 수여"
100206,[한국도로공사] 2022년 제11회 도로경관디자인 大展(대전),한국도로공사,공공기관/공기업,2500만 원,디자인/순수미술/공예,대상 제한 없음,22.8.18 ~ 22.10.16,상장 수여
100217,2022 경기창업경진대회,올콘 (한국경제신문),중견기업,2900만 원,창업,대상 제한 없음,22.8.17 ~ 22.9.16,기타
100233,"""함께 만드는 안전한 학교"" 제9회 안전한 학교 공모전 (~9/30)",공모전사무국,기타,-,기타,대상 제한 없음,22.8.17 ~ 22.9.30,기타
